reg	node1	node2	MI	MIC	Theta	Theta_T	Theta_Tn	Sigma	Sigma_null	T	T_null	Tn	Tn_null	P	P_T	P_Tn
IKZF1	FOXO6	NR4A3	0.018596757618658533	0.026934487292229293	0.337023899400879	0.30567731889273525	0.05841013636647454	0.04009382466556558	0.05082382378500198	0.10417413319512425	0.12949223619612374	0.10417413319512425	0.09960091562678888	0.592	0.5768	0.4096
HOXB2	HEYL	HOXA7	0.16478527060407	0.06131707138917708	0.23336853617426284	0.11832716022098408	0.038837731292033245	0.04597710606857047	0.05344592721571841	0.12659717377683366	0.13642130053618917	0.10117007110670828	0.10420739526606075	0.5514	0.5046	0.454
LMX1B	HOXA1	MEIS1	0.24663424037890413	0.12748262324241838	0.40508807224313703	0.5541194447464933	0.3637719500737431	0.11319868951031485	0.09778132943576165	0.31995945978977947	0.26294286465893235	0.22382655511898175	0.18632830814346993	0.3088	0.2588	0.3144
IRX5	HOXA13	HOXB8	0.24411374720075107	0.17555433588023814	0.15351358300485088	0.07863185153491138	1.2446731009934482	0.08217172252906889	0.07683564245246352	0.19368428905448187	0.2009387793898607	0.03343635487701535	0.14634158452241963	0.3904	0.4868	0.9162
GFI1B	GATA2	HOXA9	0.0	0.13811660517493154	1.4500116407156238	1.5510341562737893	0.3720167058731368	0.10152323787553871	0.05452826383884177	0.27036486096866996	0.1394139780117317	0.1364574316940046	0.10678011176115908	0.0886	0.0766	0.3108
HOXA3	HOXA1	SIX3	0.15910723018962525	0.002574898972774431	1.506153191236509	1.4819789218980994	1.1452995158258437	0.005149797945548862	0.053856485093919784	0.012874494863872155	0.13741539418425933	0.012874494863872155	0.1040291084188592	0.9538	0.9538	0.8802
HOXB7	HOXA5	HOXB3	0.4817059211233854	0.199985602290434	0.9653589602943045	1.0917898896321334	1.5875565010391919	0.060087009006580934	0.09785167662461808	0.14673454140172337	0.2629166410868753	0.021236897633955643	0.1886382883742608	0.8384	0.874	0.9742
HOXB1	GATA1	HOXB7	0.04557375134891739	0.05307511446425615	0.008868605652557595	0.10213678895296985	0.49064948616957127	0.04741591347292926	0.04714392967374014	0.1278682963404103	0.11980107830043703	0.05587507416505222	0.09288232952481375	0.4494	0.4128	0.6332
RELA	JUN	TP73	0.0	0.046112140452163164	0.687668156135394	0.709695345599534	1.123848947712454	0.06821332169014337	0.04727122823089797	0.1757692552861072	0.12006389726246562	0.1757692552861072	0.09289057633530745	0.2238	0.2198	0.13
PBX3	HOXA9	HOXB6	0.4520754517607921	0.08183085880981489	1.316703775272992	1.0713406722876229	1.8129705159525202	0.15238132571939014	0.10077846808722672	0.38629930329680473	0.2720605253574433	0.38629930329680473	0.19388309248068342	0.0984	0.136	0.0502
MYF6	OLIG2	SOX15	0.10651020360349683	0.036906423880455064	0.19298514508916859	0.17061471986902754	1.2127418615878367	0.06680154585582804	0.06039214673954282	0.17003688236720182	0.15521768710304937	0.014495237035073494	0.1157436262633751	0.3832	0.3864	0.904
MSX2	ETV1	LMX1B	0.02882698251889737	0.06193511235080314	0.4072270731561623	0.5374558667227316	0.594329190499258	0.06537024420945436	0.05259292132393264	0.17811544667641632	0.13420534435196269	0.056642482225932156	0.10311706528008828	0.3138	0.2698	0.6892
TCF4	NR5A1	VDR	0.11960593582717127	0.22572962785725242	4.014229255050876	3.966389479478876	2.506427402781195	0.2199933072626171	0.07711551751037105	0.5789378595576529	0.2019780198200298	0.3840542076345277	0.1504224246762552	0.0014	0.0022	0.0184
HOXB3	HOXA3	TCF7	0.08886725080970725	0.05514096442014003	0.16835632384384042	0.34335748583787384	0.021631633682152117	0.0455796178683557	0.05081165292010214	0.10173008017584517	0.12945622454089223	0.10173008017584517	0.10005727894558022	0.5286	0.5962	0.4238
NFKB1	AHR	HOXA9	0.07432106030594499	0.07119740610865452	0.7307079546618035	0.882693342449438	0.19959781129002072	0.072378200909815	0.04955953270084708	0.1970947183220968	0.1259365497882557	0.11178931372093359	0.09658527036787928	0.2108	0.1788	0.3674
MEIS1	UNCX	WT1	0.20828160126006656	0.17057113169963634	3.2563379205822964	3.016307308235616	2.246526623625678	0.17119120268705912	0.06245087344782014	0.4259153635675157	0.16108344279802958	0.3121154453590773	0.12204401199432	0.0046	0.0086	0.0316
HOXB1	BHLHE41	FOXC1	0.07143688439086482	0.12372887393048967	1.659966233962196	1.5432878239462506	2.024980546441351	0.1093179495303274	0.05555603945393782	0.2721025677063764	0.14206054368664295	0.2721025677063764	0.10835206048655655	0.0628	0.0762	0.0404
HOXB8	HOXA9	HOXB5	0.38501647207834555	0.25451050581196705	2.500332480237969	2.7968912352462607	3.465030496071217	0.21259240813665656	0.11015990175194929	0.6149197017894954	0.3003629103641247	0.6149197017894954	0.21197310635588465	0.0138	0.0088	0.004
HOXB2	NR5A1	POU4F1	0.0	0.06886384263200354	0.2866673839788214	0.05096502071559204	1.0049273037744644	0.07150264403162244	0.06193569517041363	0.16402028057660623	0.15955201234866423	0.03484223510986162	0.11990319823026843	0.346	0.439	0.8516
USF2	EGR1	NR5A2	0.0	0.020358517462063564	0.6835379516760054	0.6891788042914055	0.7947077980203806	0.02695611575239012	0.04809966746578411	0.06709261473253125	0.12212227163776142	0.034699972577786564	0.09442895598624329	0.7384	0.7386	0.762
IKZF1	FOXO6	RORC	0.009736976364972172	0.04781498770885619	0.13646142091620445	0.3621385986666661	0.0043196317507232865	0.0502144892986794	0.05474820227412857	0.10864066668075001	0.1399502617317019	0.10864066668075001	0.10828644051084256	0.5154	0.6014	0.4352
HOXB3	HOXA3	TP73	0.04427750709613587	0.048597311005756885	0.6332255841980773	0.6316273103444908	1.0658262253322923	0.07941591745066216	0.05852265240671577	0.2046247996501771	0.15018670943822254	0.2046247996501771	0.1154989071844568	0.2414	0.237	0.1424
PPARG	EGR2	MYF6	0.02439870116464604	0.04828357923516684	0.48397703102338874	0.4137248096405712	1.2632635884306667	0.06305824976928263	0.048332057140010196	0.15532783124174232	0.12279130369504364	0.0	0.09401820076058237	0.2866	0.3108	0.8992
SOX18	GLI2	NR2F2	0.15467621498110207	0.1682627112021827	4.494093471535771	4.34887803023278	4.967513638411331	0.18692076381632386	0.04689477646240623	0.46870960259901495	0.11912673345724063	0.46870960259901495	0.09214341137158212	0.0008	0.0012	0.0004
HOXB3	HEY2	HOXA5	0.1102219925913368	0.08953279245329471	0.6914615739219839	0.7646237129618969	0.5196030916934615	0.07701503211228593	0.05415180160617783	0.20480874424588613	0.138646222182624	0.14815949225043434	0.10565914414654928	0.2194	0.2028	0.2596
HOXA2	GATA1	SIX3	0.0	0.03717400579534029	0.4693471921262044	0.5171068645407081	0.16591165025828525	0.03601197721855701	0.05115910582370962	0.08721985705044588	0.13031908857345548	0.08721985705044588	0.10037563953767935	0.6462	0.6654	0.496
MEIS1	EGR1	UNCX	0.0	0.015226039585536899	1.0462079640696076	1.13628607401907	0.8200754095251928	0.018650715870196784	0.052531276295381124	0.03856704587414539	0.13376778071094322	0.037563152053539106	0.1029619431637466	0.8538	0.88	0.7714
MEIS1	TBX3	UNCX	0.0016002589333785622	0.030520404769182184	0.542998518106891	0.6726573186967193	0.5709976511440419	0.031091427340056436	0.04779757625391504	0.06805560325575355	0.12151971723120997	0.05070002080424052	0.09349031903373237	0.6766	0.7284	0.6716
GLI3	OLIG2	TWIST1	0.06923036827938622	0.04659744645183776	0.522557006074231	0.6473837859747481	0.08424112453808325	0.05945588491392083	0.07805550360138101	0.1428573804259523	0.2044400360268535	0.1428573804259523	0.15066620827440744	0.6714	0.7272	0.4752
IRF1	HOXA9	TWIST1	0.1515510070962205	0.13771609600747	1.247305481935649	1.7373717664077912	0.9077895165656242	0.09450505852087628	0.05429611858311111	0.2842442851581959	0.13874255567860114	0.17880489305577152	0.10641156394324812	0.111	0.0552	0.164
HOXB7	IRX5	MEIS3	0.0	0.043367152250781915	0.31997714872175426	0.43745328194696836	0.9277736849938082	0.05810921937131944	0.04824648724561007	0.15775496837476144	0.122801871468748	0.02483345790693159	0.09512914196766421	0.3384	0.2972	0.814
HOXB2	HOXA1	IRX2	0.0	0.05265777928974371	0.3905880661409471	0.4324878371543022	0.8281612787849534	0.061970419085011004	0.04986498374986612	0.16145811878495797	0.12691669120136942	0.16145811878495797	0.09835867182071316	0.317	0.303	0.191
RELA	GLIS3	TAL1	0.14811202077302	0.06125781289749051	0.3668355892324603	0.29264781289636116	0.07856326034983535	0.05965562021522541	0.04840625779563195	0.1461916141449986	0.12301783565695805	0.10055929837276634	0.0946043643608449	0.3292	0.3522	0.4064
MEIS1	NKX3-1	SIX3	0.1087441556320341	0.045333122205437525	1.257308535480411	1.17694417971005	1.0735025923502135	0.024963395551395793	0.06781701739634992	0.06947738557306993	0.1758004213466411	0.03776241805005265	0.1323333050884563	0.9118	0.8964	0.872
MEIS1	HOXB6	TEAD4	0.0	0.002844648897003177	1.3631583727168903	1.340027914620868	1.2424984508540207	0.005689297794006354	0.04865117123020834	0.014223244485015885	0.12358451647451571	0.0	0.0953903574485593	0.9342	0.934	0.8978
NFKB1	PLAG1	ZFHX3	0.029351159712200037	0.08799118289716859	1.9696653349400683	1.8806182724182012	2.347778959431689	0.11231004302121353	0.051276597423769055	0.28207826690858706	0.13062940920794444	0.28207826690858706	0.10069355534488776	0.04	0.0474	0.0272
AR	HOXA13	SIX5	0.10221786168357427	0.06153399473219854	1.032121739518636	0.9094849375062529	1.3146085635559048	0.07952126672633196	0.04770433057446745	0.19395926564666555	0.12134254615617095	0.19395926564666555	0.09414080927138589	0.1466	0.1706	0.104
E2F4	LEF1	PPARG	0.0	0.016144479171808168	0.6508922609098612	0.6258695308298452	1.2184793586169347	0.026470620955824694	0.046412652187303706	0.06818777974410573	0.11758684000673707	0.0	0.09088060637827222	0.718	0.7098	0.887
HOXA13	HOXB7	LMX1B	0.3421690373238562	0.14081108667909253	1.0633477237677353	1.0428028495808106	0.11072695107018402	0.1411625272843994	0.10025691051073882	0.3786616611545195	0.27026872926514967	0.18097978489232402	0.1926299415443476	0.135	0.1404	0.4954
HOXB6	HOXB3	NR2F2	0.0623493122291916	0.054280655250764864	0.36987209386643016	0.3827408818057211	0.08372691994191524	0.03823733042289207	0.049928283934077215	0.09560054716350996	0.12695408187480825	0.09072658278540624	0.09713449330732257	0.604	0.6088	0.4702
CEBPG	EGR3	JUN	0.04294735350488077	0.055254989181818634	0.08990992928758448	0.20480977939558948	1.3025258271086408	0.06354982903941667	0.060601084667530905	0.13833183503521962	0.15591979463719116	0.011013790847382854	0.11795601770474766	0.4262	0.5388	0.9176
HOXA7	GLI3	SIX3	0.10161947818715111	0.02515599234044208	0.4904493551280475	0.5053286561613788	0.6739956170870597	0.033184518115295505	0.04850343954212392	0.08238205081531147	0.12291832034867006	0.04339791088689893	0.09463484955064662	0.6536	0.6618	0.7134
HOXA7	HEY2	POU4F1	0.022286344674970593	0.024432407909817135	0.559466207913169	0.6044686868106335	0.2719946036564545	0.031117575631196808	0.04886050679015105	0.07458006406994677	0.12408187173881385	0.07458006406994677	0.09574750480433514	0.6846	0.7002	0.543
MEF2C	MYF6	TWIST1	0.24596333403735393	0.050201780908225316	0.50369572481913	0.46106657580513494	0.8871637726904845	0.06748361512651203	0.05147200918850335	0.1694848485002194	0.13134315967801527	0.1694848485002194	0.10040384789599782	0.2716	0.2826	0.1726
HOXB2	HOXA9	PBX3	0.5031072721005154	0.18102948049269463	0.2299192817987917	0.18224145779012557	0.37446377205371423	0.0661408097156948	0.0742592878345989	0.1765045357692414	0.19359170290382535	0.10838356396649629	0.14323042177310763	0.5496	0.5268	0.595
HOXB3	HOXA3	MEIS2	0.1040423157758803	0.049388286591312405	0.3179623183070838	0.20892084120066057	0.6156667580093391	0.0632882496296958	0.05318038127395703	0.15290701475745827	0.1356394014490597	0.15290701475745827	0.10394800013787854	0.3422	0.3762	0.2428
IKZF1	FOXC1	TBX1	0.0	0.07744702547370012	0.6793626707735015	0.7738100271098417	0.016701630343736663	0.07248844614172431	0.051016491201278845	0.19373384716710795	0.13016845844672864	0.09886092869124807	0.10017039175172762	0.226	0.2024	0.4356
HOXB5	DLX4	HOXA3	0.28742602612617674	0.13983430955326498	1.454390078259072	1.7689799132959614	2.301654265477806	0.10060291919907004	0.05408700731529323	0.28552140447866936	0.13827132267430906	0.28552140447866936	0.10441521132325875	0.0842	0.0536	0.0288
TBX2	CEBPE	HESX1	0.07494953901316892	0.16013785748302825	1.3842705177343524	2.0053412782425037	1.207551765773071	0.09095281976206525	0.04808796919240768	0.28281142239562307	0.12224460131750971	0.18402803898606823	0.09402051212169281	0.097	0.0404	0.123
FOXC1	HOXA3	NR2F2	0.05943438927685518	0.051666090689140055	0.590164330965297	0.37077242078466266	1.2232809818279018	0.043061726223907366	0.06254091388121001	0.12883702881890224	0.16096816788472265	0.01899130353077738	0.12183579351840088	0.7082	0.6096	0.9058
SRY	HOXA3	JUN	0.06842732076962488	0.031537902191272504	0.43025078129356376	0.39206112898942663	0.774809114686822	0.06307580438254501	0.04973150784643336	0.15768951095636252	0.1263703763827706	0.15768951095636252	0.09799524114647543	0.3096	0.3208	0.2052
HOXB2	HOXA5	HOXA9	1.0201047777773065	0.5871505598106384	2.5273169917434766	2.5821342835456162	0.5287661554674613	0.2765653266447501	0.14494488467656244	0.778512364615668	0.40043516654418837	0.3549226039158617	0.27765694772568295	0.0104	0.0106	0.2782
GLI2	SOX6	VDR	0.01924637626979786	0.08284099691367217	0.4660283523831231	0.6344281910965616	0.1140515370935434	0.07189231802128515	0.05681031032142623	0.1988177171080583	0.1453346406359642	0.1185136741172359	0.10947995864261534	0.2944	0.239	0.395
HOXB3	HOXA3	NR2F2	0.05943438927685518	0.04279004042577119	0.5182617258809633	0.5488823791662867	0.9270167741314239	0.06517595287114623	0.048917371986861385	0.1691378414605409	0.12447253675686898	0.166515223915229	0.09554667126601353	0.2716	0.2608	0.1672
HOXA5	HEY2	POU4F1	0.022286344674970593	0.08630720752512148	1.6152125185249395	1.5473334795319722	1.999844500077134	0.10155299377666939	0.04977196030725571	0.2548491469328429	0.12661747681573923	0.2548491469328429	0.09715430493667061	0.065	0.072	0.0432
POU4F2	IRF6	OLIG2	0.0	0.02509525236558714	0.847857286589226	0.8561087326113984	0.5276434207099786	0.023995913451437176	0.050013075198291346	0.05901339337134148	0.12705367961575556	0.05901339337134148	0.09956862467642992	0.7972	0.8008	0.6624
STAT3	EGR3	NR4A2	0.041784643677188704	0.1432633016902039	0.32288410700741726	0.7388735464754205	0.09171469206596729	0.09340809325966137	0.08185512306008404	0.2863295780329631	0.21583626045618484	0.16752944298282735	0.15875198880253213	0.343	0.2164	0.404
PBX3	HLF	HOXA3	0.0	0.09163833321996151	0.6572815151889999	0.43376239836391606	0.13916580708200488	0.0832844043636351	0.06129388787113749	0.19584678597122274	0.15779968898475505	0.10883880552998138	0.12058229800811243	0.2356	0.2996	0.4944
HOXA1	HOXA3	HOXB2	0.5077032512317414	0.1972475741649776	0.6697597536414687	0.39045497288549086	0.30858421937484737	0.10554542459635251	0.08143338457727414	0.25232922291593285	0.21466992336244117	0.18447815046463756	0.154794792609434	0.2218	0.3136	0.329
HOXA3	HOXB5	HOXB8	0.49464917303748646	0.2614488516501491	1.5215453244786588	1.0592447810272632	0.24165443170739143	0.16399528878910108	0.10390982056678721	0.39510141772025564	0.28096494596063143	0.17603944658330528	0.20239489287251977	0.0742	0.1462	0.5508
SRY	HOXA3	PPARG	0.0	0.016087895239182703	1.0036200324037179	1.0702918885864972	0.8444284083492698	0.017665311237194076	0.048862307435571746	0.0383621817954416	0.12407815058338827	0.031543989206527456	0.09666787573221287	0.8438	0.865	0.78
HOXB6	HOXA7	HOXB5	0.597002994436671	0.1031381686507328	0.4792139460001542	0.4976478068374411	0.5934047538775125	0.08425824165703985	0.06687022945969441	0.21952079514058864	0.17226574934596212	0.07180744976047171	0.12415681477167298	0.2798	0.2726	0.694
MEIS1	HOXA1	POU4F1	0.061125163688633855	0.01936295635535732	0.7386355955271487	0.710648211817453	1.0715306826172502	0.029414912311962704	0.052955201791846755	0.07636304851097453	0.135145012771973	0.01918002351734316	0.10394441619639426	0.7564	0.7446	0.8578
HOXB6	GLI3	HOXA5	0.12973678962576773	0.02975643851395544	0.7007059990607983	0.6994458354940521	0.22631761239534373	0.041780195442678	0.06544410091888801	0.10669497692159213	0.1691428993530948	0.10669497692159213	0.12627615369040224	0.7488	0.7458	0.5382
HOXB7	HOXB1	SHOX2	0.0485229892586263	0.007705734763357253	1.2707744221143753	1.2474811147589637	0.939116099545865	0.010899361640257132	0.05114322101570104	0.027885323191918054	0.13039701135354356	0.027885323191918054	0.10094984886144216	0.9106	0.908	0.8178
SMAD5	EGR1	GATA1	0.0	0.04428905544177164	0.07966815634058329	0.08133453544196109	0.08771298077428763	0.065441383292311	0.0627483875266747	0.16860817218849222	0.1614399825476321	0.11577106716812624	0.12330093598224676	0.4222	0.4228	0.47
HOXA5	HOXA9	IRX1	0.19458164547644952	0.06529196634311055	0.38463637706130677	0.20694958190787588	0.7070743226815858	0.07425834133406481	0.06129322899953998	0.17596013939340027	0.1576882825607447	0.17596013939340027	0.11611912060434774	0.3086	0.3688	0.2154
GATA3	PBX1	PLAG1	0.11400829174752891	0.12884154795316	0.5020558640629104	0.2146692578326562	0.5396774230174624	0.11287211345712529	0.09391187872253157	0.2734037865042298	0.25149081454335764	0.1280260276932106	0.18367517199347927	0.2776	0.3802	0.6742
GATA1	GATA2	WT1	0.27565666979185766	0.1885529936631774	1.3223785101983578	1.5057202154176177	1.1202748765556971	0.191888932515575	0.13021662214128846	0.5559925306559368	0.35913952715139247	0.39400601023615556	0.24709834890611138	0.1018	0.0764	0.134
CEBPG	HLF	PPARG	0.08493321308095769	0.040576891129761886	0.3415813565772222	0.3603072386037246	0.17431105237638728	0.061008316216389226	0.050325435126318534	0.15739507643205197	0.12815124396497735	0.11190569721529453	0.0984458709560877	0.3282	0.3212	0.3654
STAT5B	KLF1	ZEB1	0.0006797962465525664	0.049579173369972196	1.623320917126155	1.5540459567954679	1.2448765497057876	0.09798950750239353	0.04784972303026507	0.2455497624869043	0.12158807168102428	0.0	0.09317352333626723	0.065	0.071	0.8954
HOXA5	HOXB6	PBX1	0.16050509236454547	0.1470470817214126	1.6979390739676388	1.6751048351492643	0.9043907843082568	0.12040529478590552	0.06368109984934515	0.31204055308065826	0.1644184234882234	0.200893315564731	0.12377814229483393	0.0596	0.065	0.177
HOXA9	KLF1	POU4F1	0.1544206967431192	0.11229311644046298	0.6743814110153943	0.6903732203296173	0.8405917550484613	0.07202152984705731	0.05076028765919813	0.18536684924128677	0.129106395324705	0.16510988721707154	0.09999086532512098	0.2244	0.219	0.1818
